,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change_mean,color
2899,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2900,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2898,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2337,0.5593307539315572,0.3341226940777273,-0.2252080598538299,0.8154886435771913,0.5224295065834331,1.1489731891540134,0.1375,0.8625,ENSMUST00000031492,ENSMUSG00000029518,0.0,1,0,0,0,0,0,4,1.0,2,0,1,0,0,0,0,0,0,4,0,1,-0.2942633086540014,grey
2336,0.5593307539315572,0.3341226940777273,-0.2252080598538299,0.8154886435771913,0.5224295065834331,1.1489731891540134,0.1375,0.8625,ENSMUST00000031492,ENSMUSG00000029518,0.0,1,0,0,0,0,0,4,1.0,2,0,1,0,0,0,0,0,0,4,0,1,-0.2942633086540014,grey
2338,0.5593307539315572,0.3341226940777273,-0.2252080598538299,0.8154886435771913,0.5224295065834331,1.1489731891540134,0.1375,0.8625,ENSMUST00000031492,ENSMUSG00000029518,0.0,1,0,0,0,0,0,4,1.0,2,0,1,0,0,0,0,0,0,4,0,1,-0.2942633086540014,grey
2335,0.5593307539315572,0.3341226940777273,-0.2252080598538299,0.8154886435771913,0.5224295065834331,1.1489731891540134,0.1375,0.8625,ENSMUST00000031492,ENSMUSG00000029518,0.0,1,0,0,0,0,0,4,1.0,2,0,1,0,0,0,0,0,0,4,0,1,-0.2942633086540014,grey
4401,0.5515303901860681,0.3309483445401746,-0.2205820456458938,0.8156258036820745,0.5523246769973214,1.099854319337623,0.1075,0.8925,ENSMUST00000161326-0,ENSMUSG00000022698,0.0,1,0,0,0,0,0,4,0.0,1,0,0,0,0,0,0,0,0,4,0,0,-0.29402067674804083,grey
4402,0.5515303901860681,0.3309483445401746,-0.2205820456458938,0.8156258036820745,0.5523246769973214,1.099854319337623,0.1075,0.8925,ENSMUST00000161326-0,ENSMUSG00000022698,0.0,1,0,0,0,0,0,4,0.0,1,0,0,0,0,0,0,0,0,4,0,0,-0.29402067674804083,grey
4400,0.5515303901860681,0.3309483445401746,-0.2205820456458938,0.8156258036820745,0.5523246769973214,1.099854319337623,0.1075,0.8925,ENSMUST00000161326-0,ENSMUSG00000022698,0.0,1,0,0,0,0,0,4,0.0,1,0,0,0,0,0,0,0,0,4,0,0,-0.29402067674804083,grey
4403,0.5515303901860681,0.3309483445401746,-0.2205820456458938,0.8156258036820745,0.5523246769973214,1.099854319337623,0.1075,0.8925,ENSMUST00000161326-0,ENSMUSG00000022698,0.0,1,0,0,0,0,0,4,0.0,1,0,0,0,0,0,0,0,0,4,0,0,-0.29402067674804083,grey
1573,1.08481431208683,0.8237282421472837,-0.2610860699395462,0.8156893560480344,0.3403756853169645,1.3390034675556344,0.21,0.79,ENSMUST00000003911-0,ENSMUSG00000003813,1.0,2,2,2,0,0,0,7,0.0,2,0,1,1,2,0,0,0,0,7,0,1,-0.29390826844642404,grey
1578,1.08481431208683,0.8237282421472837,-0.2610860699395462,0.8156893560480344,0.3403756853169645,1.3390034675556344,0.21,0.79,ENSMUST00000003911-0,ENSMUSG00000003813,1.0,2,2,2,0,0,0,7,0.0,2,0,1,1,2,0,0,0,0,7,0,1,-0.29390826844642404,grey
1577,1.08481431208683,0.8237282421472837,-0.2610860699395462,0.8156893560480344,0.3403756853169645,1.3390034675556344,0.21,0.79,ENSMUST00000003911-0,ENSMUSG00000003813,1.0,2,2,2,0,0,0,7,0.0,2,0,1,1,2,0,0,0,0,7,0,1,-0.29390826844642404,grey
1576,1.08481431208683,0.8237282421472837,-0.2610860699395462,0.8156893560480344,0.3403756853169645,1.3390034675556344,0.21,0.79,ENSMUST00000003911-0,ENSMUSG00000003813,1.0,2,2,2,0,0,0,7,0.0,2,0,1,1,2,0,0,0,0,7,0,1,-0.29390826844642404,grey
